,num0311300209414000003,0311300209414000003
0311300209714000003,0311300209714000003
0311300211614000003,0311300211614000003
0311300210814000003,0311300210814000003
0311300210214000003,0311300210214000003
0311300239614000003,0311300239614000003
0311300212014000004,0311300212014000004
0311300211814000003,0311300211814000003
0311300212114000004,0311300212114000004
0311300211914000004,0311300211914000004
0311300210414000003,0311300210414000003
0311300106014000006,0311300106014000006
0311300210314000003,0311300210314000003
0111300025014000011,0111300025014000011
0138300001814000003,0138300001814000003
0138300001814000002,0138300001814000002
0101300022814000080,0101300022814000080
0711300008514000031,0711300008514000031
0711300008514000026,0711300008514000026
0711300008514000023,0711300008514000023
0711300008514000029,0711300008514000029
0711300008514000028,0711300008514000028
0711300008514000024,0711300008514000024
0711300008514000027,0711300008514000027
0711300008514000031,0711300008514000031
0711300008514000026,0711300008514000026
0711300008514000023,0711300008514000023
0711300008514000031,0711300008514000031
0711300008514000026,0711300008514000026
0711300008514000023,0711300008514000023
0711300008514000029,0711300008514000029
0711300008514000031,0711300008514000031
0711300008514000026,0711300008514000026
0711300008514000031,0711300008514000031
0711300008514000031,0711300008514000031
0711300008514000024,0711300008514000024
1444444442016000285,1444444442016000285
1444444442016000285,1444444442016000285
0334200036114000016,0334200036114000016
0334200036114000016,0334200036114000016
0351300093414000003,0351300093414000003
0351300093414000003,0351300093414000003
0320300041714000001,0320300041714000001
0301300051514000133,0301300051514000133
0372200204914000090,0372200204914000090
0301300051514000133,0301300051514000133
0320300041714000001,0320300041714000001
0387300091214000001,0387300091214000001
3730603775515000003,3730603775515000003
0372200235414000012,0372200235414000012
0172200004414000184,0172200004414000184
0332100025114000252,0332100025114000252
0372100003414000792,0372100003414000792
0319300427114000053,0319300427114000053
0329300113414000019,0329300113414000019
0372200130614000018,0372200130614000018
0391200041114000154,0391200041114000154
0138100004414000026,0138100004414000026
3730603775515000003,3730603775515000003
0387200005514000033,0387200005514000033
0372100003414000792,0372100003414000792
0329300113414000019,0329300113414000019
0138100004414000026,0138100004414000026
0387200001914000057,0387200001914000057
0372200235414000011,0372200235414000011
3650900708815000004,3650900708815000004
0328300014414000106,0328300014414000106
0332100025114000244,0332100025114000244
0372200204814000031,0372200204814000031
0391200039214000296,0391200039214000296
0387200001914000057,0387200001914000057
0372200235414000011,0372200235414000011
3650900708815000004,3650900708815000004
0328300014414000106,0328300014414000106
0332100025114000244,0332100025114000244
0387300059814000033,0387300059814000033
0372200204814000031,0372200204814000031
0391200039214000296,0391200039214000296
0344200013014000100,0344200013014000100
0387300059814000033,0387300059814000033
0372200204914000092,0372200204914000092
0329200019014000007,0329200019014000007
0366300009214000228,0366300009214000228
0344200013014000100,0344200013014000100
0372200204914000092,0372200204914000092
0329200019014000007,0329200019014000007
0366300009214000228,0366300009214000228
0377100008514000007,0377100008514000007
0172100009214000013,0172100009214000013
0156100010714000007,0156100010714000007
0332100025114000246,0332100025114000246
0328300014414000105,0328300014414000105
0372200271914000072,0372200271914000072
0391200039214000297,0391200039214000297
0377100008514000007,0377100008514000007
0172100009214000013,0172100009214000013
0156100010714000007,0156100010714000007
0332100025114000246,0332100025114000246
0336300124614000049,0336300124614000049
0328300014414000105,0328300014414000105
0372200271914000072,0372200271914000072
0391200039214000297,0391200039214000297
0344200013014000101,0344200013014000101
0336300124614000049,0336300124614000049
0372200278814000011,0372200278814000011
0329300075414000024,0329300075414000024
0344200013014000101,0344200013014000101
0333300105714000022,0333300105714000022
0372200278814000011,0372200278814000011
0329300075414000024,0329300075414000024
0333300105714000022,0333300105714000022
0321200026214000057,0321200026214000057
0173200007414000022,0173200007414000022
0351300025514000002,0351300025514000002
0328300088214000005,0328300088214000005
0332100025114000243,0332100025114000243
0372300000314000033,0372300000314000033
0321200026214000057,0321200026214000057
0173200007414000022,0173200007414000022
0351300025514000002,0351300025514000002
0391100004214000152,0391100004214000152
0336300026214000127,0336300026214000127
0332100025114000243,0332100025114000243
0328300088214000005,0328300088214000005
0344200012314000003,0344200012314000003
0372300000314000033,0372300000314000033
0391100004214000152,0391100004214000152
0336300026214000127,0336300026214000127
0344200012314000003,0344200012314000003
0329300075414000025,0329300075414000025
0372200063514000011,0372200063514000011
0156100008614000011,0156100008614000011
0329300075414000025,0329300075414000025
0372200063514000011,0372200063514000011
0156100008614000011,0156100008614000011
0117300047914000002,0117300047914000002
0373200087414000025,0373200087414000025
0348100042414000002,0348100042414000002
0117300047914000002,0117300047914000002
0373200087414000025,0373200087414000025
0348100042414000002,0348100042414000002
0328300049414000086,0328300049414000086
0332100025114000245,0332100025114000245
0129200001214000014,0129200001214000014
0191100010614000043,0191100010614000043
0344200014014000026,0344200014014000026
0315200011114000290,0315200011114000290
0328300049414000086,0328300049414000086
0332100025114000245,0332100025114000245
0129200001214000014,0129200001214000014
0191100010614000043,0191100010614000043
0344200014014000026,0344200014014000026
0315200011114000290,0315200011114000290
0372200033014000019,0372200033014000019
0129300014914000047,0129300014914000047
0173100014814000080,0173100014814000080
0372200033014000019,0372200033014000019
0129300014914000047,0129300014914000047
0173100014814000080,0173100014814000080
0373200050414000043,0373200050414000043
0317300281014000002,0317300281014000002
0334300023614000024,0334300023614000024
0317300281014000002,0317300281014000002
0373200050414000043,0373200050414000043
0334300023614000024,0334300023614000024
0356100027514000075,0356100027514000075
0331300043614000545,0331300043614000545
0132300002014000009,0132300002014000009
0344300116514000001,0344300116514000001
0391100004214000153,0391100004214000153
0315300034114000127,0315300034114000127
0356100027514000075,0356100027514000075
0132300002014000009,0132300002014000009
0331300043614000545,0331300043614000545
0344300116514000001,0344300116514000001
0391100004214000153,0391100004214000153
0315300034114000127,0315300034114000127
0172200004914000055,0172200004914000055
0329300028314000111,0329300028314000111
0351300079914000015,0351300079914000015
0172200004914000055,0172200004914000055
0329300028314000111,0329300028314000111
0351300079914000015,0351300079914000015
0129100005614000053,0129100005614000053
0373200558314000106,0373200558314000106
0317300223514000098,0317300223514000098
0129100005614000053,0129100005614000053
0373200558314000106,0373200558314000106
0317300223514000098,0317300223514000098
0332100000814000079,0332100000814000079
0144200004714000002,0144200004714000002
0332100054014000051,0332100054014000051
0331300057114000601,0331300057114000601
0391200021314000153,0391200021314000153
0115300030414000003,0115300030414000003
0332100000814000079,0332100000814000079
0144200004714000002,0144200004714000002
0332100054014000051,0332100054014000051
0331300057114000601,0331300057114000601
0391200021314000153,0391200021314000153
0115300030414000003,0115300030414000003
0372200133114000146,0372200133114000146
0351300097414000017,0351300097414000017
0318300521414000050,0318300521414000050
0372200133114000146,0372200133114000146
0351300097414000017,0351300097414000017
0318300521414000050,0318300521414000050
0342100020914000007,0342100020914000007
0146100007414000003,0146100007414000003
0317300111214000019,0317300111214000019
0342100020914000007,0342100020914000007
0146100007414000003,0146100007414000003
0317300111214000019,0317300111214000019
0326200018314000003,0326200018314000003
0339100002114000042,0339100002114000042
0131300040514000032,0131300040514000032
0332100054014000050,0332100054014000050
0391200039214000294,0391200039214000294
0315300034114000126,0315300034114000126
0326200018314000003,0326200018314000003
0339100002114000042,0339100002114000042
0131300040514000032,0131300040514000032
0332100054014000050,0332100054014000050
0391200039214000294,0391200039214000294
0315300034114000126,0315300034114000126
0372200133114000145,0372200133114000145
0351200001814000355,0351200001814000355
0318200072914000089,0318200072914000089
0372200133114000145,0372200133114000145
0342100011814000060,0342100011814000060
0373200126614000020,0373200126614000020
0351200001814000355,0351200001814000355
0317300155014000118,0317300155014000118
0318200072914000089,0318200072914000089
0342100011814000060,0342100011814000060
0373200126614000020,0373200126614000020
0317300155014000118,0317300155014000118
0226100001014000026,0226100001014000026
0139100006214000098,0139100006214000098
0332200028114000001,0332200028114000001
0331200016014000265,0331200016014000265
0226100001014000026,0226100001014000026
0391100012314000043,0391100012314000043
0315200007514000038,0315200007514000038
0139100006214000098,0139100006214000098
0332200028114000001,0332200028114000001
0331200016014000265,0331200016014000265
0391100012314000043,0391100012314000043
0315200007514000038,0315200007514000038
0351300013014000011,0351300013014000011
0372200240214000056,0372200240214000056
0318300352214000006,0318300352214000006
0342300027214000023,0342300027214000023
0373200053814000038,0373200053814000038
0317200042514000001,0317200042514000001
0372200240214000056,0372200240214000056
0351300013014000011,0351300013014000011
0318300352214000006,0318300352214000006
0342300027214000023,0342300027214000023
0373200053814000038,0373200053814000038
0317200042514000001,0317200042514000001
0326100001514000016,0326100001514000016
0339300016114000086,0339300016114000086
0332200024614000046,0332200024614000046
0326100001514000016,0326100001514000016
0331200009614000068,0331200009614000068
0315200007514000039,0315200007514000039
0391100012314000044,0391100012314000044
0339300016114000086,0339300016114000086
0332200024614000046,0332200024614000046
0331200009614000068,0331200009614000068
0315200007514000039,0315200007514000039
0391100012314000044,0391100012314000044
0372200023014000059,0372200023014000059
0351300054514000040,0351300054514000040
0355100010914000122,0355100010914000122
0342100011814000059,0342100011814000059
0373200126614000019,0373200126614000019
0317300155014000116,0317300155014000116
0351300054514000040,0351300054514000040
0372200023014000059,0372200023014000059
0355100010914000122,0355100010914000122
0342100011814000059,0342100011814000059
0373200126614000019,0373200126614000019
0317300155014000116,0317300155014000116
